id,手機螢幕溫度(平均),手機螢幕溫度(最大),手機背蓋溫度(平均),平均APP運作指標/小時,充電時間指標,手機電池電量,CPU跑分階級,手機外殼/包膜指標,外型平均曲率,上網頻率指標,通話頻率指標,新機/二手/老舊,內容容量比率,CPU效能等級,
203,38.85714286,50.45238095,64.39333333,583.9,0.009615385,91.36002886,3,0.06703341,0.055365575,492.6,0,1,0.826882214,1,
204,53.47619048,59,54.94666667,968.5,0.084507042,97.07792208,3,0.030334618,0.069564083,4901,4454,1,0.83507449,1,
205,26.0952381,29.76190476,67.2,74.46,0.18,74.85569986,3,0.06968224,-0.1749,924.1,591.9,1,0.580075841,1,
206,30.78571429,37.52380952,64.65333333,226.7,0.44047619,76.01010101,3,0.066536047,0.089129658,1802,1557,0,0.810064145,1,
207,36.68028623,43.71428571,34.74581401,768.0099633,0.548672557,81.77382411,3,0.092175372,-0.022089608,4319.586935,3803.453021,0,0.858113468,1,
208,44.78571429,50.97619048,48.19333333,304.7,0.058139535,62.62626263,3,0.085755996,-0.05061,4370,4202,0,0.986088614,1,
209,40.02380952,45.73809524,68.46666667,422.9,0.4,50.95598846,3,0.12910831,-0.131,3381,3013,0,0.996167776,1,
210,37.57142857,47.45238095,53.59333333,279.3,0.344262295,79.47330447,3,0.074746951,0.210281799,3267,2889,0,0.649848607,1,
211,39.78571429,49.33333333,68.4,279.3,0.084615385,94.92488199,3,0.054457434,0.022237577,2974,2606,0,0.897003623,1,
212,39.76650274,48.14285714,46.71399943,1054.007062,0,81.77133232,3,0.07378976,0.003309651,4219.310094,4047.368915,0,0.996691823,1,
213,49.04761905,56.26190476,44.80666667,1638,0.25974026,58.85642136,4,0.127644524,0.122009049,4777,4365,0,0.999429137,2,
214,9.947751,11.23809524,26.06057739,240.9129647,0.031358887,81.61685763,6,0.398964673,0.081331842,559.7258008,291.9215416,1,1,4,
215,19.67054676,21.54761905,19.61051051,333.2594369,0.017985612,66.07967998,4,0.11529851,0.005468224,308.1459318,0,0,0.905048523,2,
216,40.78571429,51.26190476,63.44666667,847.2,0.090163934,91.8771698,3,0.070224665,-0.06071,1306,793.5,2,0.842311179,1,
217,19.63809524,23.73809524,41.98666667,277.4,0.130952381,77.04633005,3,0.070513546,0.176950553,129.2,0,1,0.885076604,1,
218,25.41404797,29.64285714,39.97012075,319.6989537,0.021857923,65.17653741,4,0.109826222,0.005361661,1472.988321,1224.281098,0,0.956231028,2,
219,37.85714286,45.33333333,55.8,435.1,0.327272727,52.66955267,3,0.165282682,0.085971622,2655,2396,0,0.985563762,1,
220,31.9407058,38.47619048,50.83777873,752.5101457,0.634146333,79.73885988,3,0.098948173,0.059791129,2545.047267,2090.747855,0,0.901302516,1,
221,22.08809524,29.85714286,56.85333333,454.6,0.834710744,78.10301021,3,0.060784671,-0.03783,433.5,140.8,0,0.863473992,1,
222,26.19977969,34.95238095,47.69146729,667.8428795,0.383561641,69.55374037,3,0.165539294,-0.075332873,1886.931578,1067.576306,0,0.715520322,1,
223,31.58664086,38.11904762,40.67075857,514.1568715,0.105932206,70.2079825,3,0.137163654,0.058767736,3719.220851,3063.324381,0,1,1,
224,41.15172177,47.23809524,22.68254344,1022.891716,0.585034013,71.47995368,3,0.164555669,0.017403316,4452.318732,3759.376585,0,1,1,
225,40.45238095,46.57142857,70.4,395.4,0.044776119,83.61665935,3,0.053280886,-0.2972,292.7,0,0,0.890835749,1,
226,19.74365525,24.76190476,55.23236084,178.2644436,0.006289308,65.17213743,4,0.099721134,0.021349633,98.99131215,0,0,0.989427479,2,
227,49.42857143,57.61904762,54.74,301.1,0,59.84848485,3,0.110936455,0.204220538,2758,2387,1,0.995017794,1,
228,41.97619048,50.07142857,68.4,832.3,0.288888889,91.30591631,3,0.073897995,-0.01952,1284,881.2,1,0.904555906,1,
229,31.58664086,38.11904762,40.67075857,514.1568715,0.105932206,78.68261627,3,0.069927312,0.058767736,3719.220851,3063.324381,0,0.794091642,1,
230,24.94841367,28.33333333,54.47175598,228.9563413,0.011235955,72.52176384,3,0.06743177,-0.015452908,1892.228434,1597.272424,0,0.996676624,1,
231,56.95238095,63.95238095,69.13333333,657.7,0.689655172,92.25605771,3,0.058767043,-0.05903,2748,2540,1,0.830506869,1,
232,30.36706543,33.52380952,44.05515035,185.2787466,0.009090909,72.55995651,3,0.087309688,0.070504181,3267.730224,2893.375736,0,0.807632625,1,
233,42.19047619,50.80952381,58.96666667,477.7,0.076190476,94.32718367,3,0.094140843,0.043217826,3680,3339,0,0.833269399,1,
234,39.9047619,50.28571429,69.6,157.6,0.514285714,60.20923521,3,0.226730049,0.023911562,987.8,541.7,2,0.900413439,1,
235,35.7689238,40.16666667,39.37161764,46.31444854,0.149038464,65.95492318,3,0.20741716,0.106200777,4141.802453,3609.921883,0,0.971657753,1,
236,24.78571429,29.80952381,60.84666667,134.9,0.2,54.45526696,3,0.130629823,0.275553325,664.2,159.3,1,0.598136891,1,
237,40.33333333,48.21428571,64.16,166.5,0,53.80591631,3,0.08351329,0.102029061,2907,2686,0,0.925482273,1,
238,55.71428571,61.78571429,63.41333333,311.1,0.427350427,63.85281385,3,0.067536704,-0.1104,6495,6082,0,0.99153649,1,
239,40.63578869,47.04761905,40.9345576,1439.196712,0.546666682,81.78216246,3,0.163526446,0.008674015,4405.795178,3956.171309,0,0.921348333,1,
240,50.16666667,57.33333333,55.14,921.5,0.752808989,92.22582973,3,0.043486513,-0.01087,3153,2759,0,0.833782354,1,
241,38.33333333,49.07142857,58.94666667,406.9,0.0625,90.97510489,3,0.069287017,0.070443229,2333,1746,1,0.938310661,1,
242,48.71428571,58.83333333,63.60666667,297.7,0.666666667,91.30591631,3,0.086009502,-0.01223,1199,933.9,1,0.735680566,1,
243,38.69047619,45.73809524,58.2,223.3,0.018867925,76.64141414,3,0.056095812,0.145823588,3169,2998,0,0.655237378,1,
244,37.7766433,43.30952381,37.81630961,1225.794167,0.165714279,67.9521401,3,0.152803868,0.009946993,3800.167561,3310.435862,0,0.941880286,1,
245,36.67252895,42.4047619,47.89772542,1212.61198,0.300699294,81.05995288,3,0.099599823,-0.070015512,2331.733697,1816.684521,0,1,1,
246,32.03530448,37.92857143,53.04164124,1428.425472,0.752066135,69.37011618,3,0.151995331,0.078282185,1631.568971,1496.7515,0,1,1,
247,34.05859666,40.47619048,47.16305542,1619.931165,0.028673835,67.46586981,3,0.177839965,0.029073087,3424.716925,2731.566181,0,0.677017391,1,
248,41.80952381,45.71428571,51.47333333,3587,0,49.89177489,4,0.197949082,0.072304508,6966,6725,0,1,2,
249,35.11904762,43.04761905,58.08,1030,0.00877193,52.41702742,3,0.154016569,-0.09838,786.5,196,1,0.955812406,1,
250,11.43098886,14.47619048,29.57138825,71.22039397,0.090452261,83.34974383,5,0.237744763,0.067288324,619.846348,288.2094473,0,0.940747782,3,
251,16.63856724,17.33333333,15.59270732,39.77225101,0.119496852,64.27297652,4,0.035265692,-0.030072812,163.3265655,0,0,0.713975858,2,
252,18.21636382,22.11904762,22.97105916,325.1139284,0.048780486,68.17075877,4,0.047002699,0.038789757,207.6931364,41.3589165,0,0.762381375,2,
253,47.21428571,52.95238095,55.58,3472,0.527777778,91.2139335,4,0.053805795,-0.03376,6402,6094,0,0.989739919,2,
254,52.5952381,57.9047619,52.67333333,543.3,0.048387097,59.16305916,4,0.088085972,0.126556717,1196,959.8,0,1,2,
255,45.92857143,50.92857143,71.06666667,41.62,0.153846154,62.98701299,3,0.084346108,-0.2849,4698,4408,0,0.995022768,1,
256,20.82551793,27,41.35363515,581.8452595,0.104072399,56.96548653,3,0.112986304,0.102717109,701.3532731,135.8610536,0,0.807841778,1,
257,52.47619048,64.42857143,63.5,257.9,0.372727273,60.02886003,3,0.175906792,-0.04819,2280,1518,0,0.975680983,1,
258,30.5028018,35.80952381,51.64313253,590.8916967,0.004830918,62.13246246,3,0.217479229,-0.121975698,2702.669853,2369.650229,0,0.887806356,1,
259,20.82034592,29,53.74704488,288.9693919,0.044303797,70.89457443,3,0.101034686,0.110790707,564.5700537,264.177151,0,0.434462249,1,
260,38.23809524,43.69047619,44.25333333,592.9,0.537634409,84.88470201,3,0.053704999,-0.1138,2073,1854,0,0.994869446,1,
261,61.11904762,66.57142857,71.8,1255,0.028037383,86.68831169,3,0.10034588,-0.2478,1882,1540,0,0.972596129,1,
262,42.76190476,50.95238095,58.88,398.5,0.204545455,60.31746032,3,0.149390534,-0.06625,2836,2594,0,0.969224867,1,
263,28.34446789,32.42857143,40.7528712,94.13694308,0,67.14842201,4,0.118950814,-0.140483066,2113.853104,1752.838563,0,0.958707273,2,
264,60.61904762,68.76190476,64.14,459.7,0.04109589,85.22337857,3,0.04932816,-0.04592,2319,1973,1,0.993673763,1,
265,53.42857143,60.69047619,63.66,387,0.3375,59.77633478,3,0.145658851,-0.04292,1859,1453,0,0.983308307,1,
266,37.73809524,41.78571429,52.68,149,0,85.71177324,3,0.049082223,-0.02795,4119,3928,0,0.83773016,1,
267,59.26190476,64.97619048,69.8,1223,0.080645161,86.18326118,4,0.093932673,-1.043,2946,2770,0,0.970908856,2,
268,25.83333333,33.57142857,48.94,611.8,0.201834862,76.57534746,3,0.065483741,-0.003876,669,176.9,1,0.940522184,1,
269,28.61904762,40.80952381,69.06666667,414.6,0.052631579,54.50937951,3,0.186877131,0.038616213,127.2,0,2,0.774510226,1,
270,29.0952381,38.30952381,62.22666667,303.4,0.341772152,83.38573398,3,0.067656673,-0.1398,737.6,416.3,1,0.806398113,1,
271,28.53318278,36,52.34038289,895.9118139,0.053872053,62.84038061,3,0.14374578,-0.128172055,2233.714432,1571.857408,0,0.902673602,1,
272,30.29532006,38.57142857,48.40896606,275.4791518,0.021390375,67.55857455,3,0.189413279,-0.002389053,2829.195657,2560.803853,0,0.928419709,1,
273,59.23809524,65,56.54666667,1538,0.453703704,85.75036075,4,0.062868789,0.024872071,3414,2890,0,0.91463276,2,
274,20.57841128,28.95238095,39.07497406,366.2598878,0.220588237,71.55986424,3,0.084646158,0.059811592,651.4237784,278.4818644,0,0.586724997,1,
275,37,46.97619048,56.04,443.6,0.364341085,52.70562771,3,0.199540779,0.003954771,2808,2320,1,0.990553094,1,
276,24.9438244,31.07142857,60.98810323,299.7243893,0,71.69121321,3,0.106724665,0.144244075,1642.824424,1459.48034,0,0.998561084,1,
277,11.49761018,13.5952381,29.32711283,34.51502395,0.068100356,96.00466939,6,0.046182495,0.033301659,842.2270521,480.7805392,1,0.700387418,4,
278,13.17020089,18.28571429,24.00576019,229.5997992,0.336111099,83.74974407,6,0.292653292,-0.049074024,896.5466453,480.9757353,1,0.987544639,4,
279,38.5952381,51.5952381,64.87333333,164.1,0.352941176,92.66602315,3,0.057870228,0.035712803,1102,534.4,0,0.875583904,1,
280,33.78571429,46.69047619,62.20666667,553,0.018181818,51.62337662,3,0.15659526,0.03533191,393.8,0,0,0.912417548,1,
281,69.85714286,75.23809524,59.20666667,1249,0.173913043,52.5974026,3,0.068320781,0.301349857,5370,5119,1,0.77394518,1,
282,13.07513282,20.16666667,39.13196818,244.269332,0.550373137,83.3890829,5,0.686309993,0.047865327,483.1557786,0,0,0.939856348,3,
283,39.64285714,48.5952381,64.46,230.9,0.180851064,58.06277056,3,0.165441275,0.17970946,1321,1059,0,0.945776851,1,
284,71.21428571,76.54761905,46.28,1132,0.035714286,53.1024531,3,0.044059746,-0.06533,4445,4100,1,0.978472353,1,
285,43.47619048,51.14285714,64.34666667,1051,0.19047619,91.9382251,3,0.064114913,-0.03715,1437,1049,1,0.798813707,1,
286,18.6022179,22.61904762,32.08591461,540.0669793,0.310344815,68.61073236,3,0.050637323,0.17336823,1045.024331,803.9512603,0,0.740961671,1,
287,28.47619048,37.02380952,61.89333333,201.7,0.347826087,50.5952381,3,0.201368779,0.053351573,1111,705.1,1,0.936835596,1,
288,28.38095238,36.14285714,60,296.1,0.454545455,79.54466446,3,0.06431929,0.123817574,354.3,47.74,3,0.677396596,1,
289,22.53517369,29.28571429,48.93421427,406.2935718,0.404494375,64.88098362,3,0.106618859,-0.005649259,708.6227634,369.43707,0,0.834310722,1,
290,58.88095238,66.64285714,83.26666667,1452,0.195402299,59.72222222,3,0.110037968,-0.2796,1572,892.1,0,0.938146427,1,
291,12.76713925,16.45238095,33.23168945,56.62320321,0.428093642,99.36343135,4,0.081613407,0.032077841,789.4183469,176.0878013,1,0.026243025,2,
292,52.85714286,58.54761905,55.76,2206,0.475609756,91.34795529,4,0.066969819,-0.07344,4610,4365,0,0.991006164,2,
293,45.71428571,52.73809524,56.93333333,383.7,0.184210526,92.28294426,3,0.054500569,-0.3027,2630,2496,0,0.979754209,1,
294,59.23809524,65,56.54666667,1538,0.453703704,85.4003114,4,0.036606945,0.024872071,3414,2890,0,0.991933029,2,
295,50.73809524,57,60.07333333,286,0.069444444,59.34343434,4,0.146715999,0.102039833,1441,1085,0,0.853887504,2,
296,54.52380952,60.47619048,57.50666667,193.8,0.033898305,89.44805195,3,0.04983316,0.032338137,2698,2408,1,0.928392275,1,
297,59.73809524,66.33333333,58.71333333,1655,0.14893617,55.86219336,3,0.091805466,-0.01862,4633,4480,0,0.999702788,1,
298,38.78571429,45.07142857,53.9,491,0.12962963,52.88600289,3,0.169458583,-0.005262,3241,2936,1,0.998655705,1,
299,24.42857143,29.64285714,55.25333333,693.7,0.195121951,74.56709957,3,0.064500302,0.068973892,796.2,429.8,0,0.521771201,1,
300,52.30952381,62.21428571,60.00666667,1306,0.318681319,95.72510823,3,0.059623234,-0.0404,3693,3005,0,0.747987478,1,
301,32.03530448,37.92857143,53.04164124,1428.425472,0.752066135,66.33392587,3,0.134462073,0.078282185,1631.568971,1496.7515,0,0.915631413,1,
302,31.30633836,38.47619048,43.19969177,555.5477308,0,66.68538615,3,0.187150821,-0.030706594,1670.217566,1503.72662,0,0.925810456,1,
303,49.21428571,57.4047619,45.82666667,200.3,0.504273504,98.06998557,3,0.055287816,0.076182561,5985,5503,0,0.769037486,1,
304,36.19818406,41.16666667,35.93068695,635.3497833,0.018518519,70.94364381,3,0.140879273,-0.039092027,2554.206775,2411.568665,0,1,1,
305,21.40213449,26.45238095,54.82007853,134.0370873,0,72.60027841,4,0.046995118,0.148468554,702.738222,394.2324291,0,0.974766791,2,
306,17.47101702,22.69047619,47.86572266,105.3132337,0.407643318,66.19854118,3,0.081228539,0.198808104,876.6547771,473.1705034,0,0.882200046,1,
307,27.35714286,36.19047619,63.90666667,215,0.305263158,75.23448773,3,0.245879486,-0.002684,1205,994.2,0,0.530836833,1,
308,43.49431501,50.64285714,52.45774841,1440.71069,0,67.69061539,3,0.122697785,0.017616622,5034.351339,4600.223195,0,0.949022174,1,
309,37.76190476,44.97619048,54.79333333,340.1,0.2125,84.45588704,3,0.074081026,-0.1162,829.2,600.3,0,0.984270852,1,
310,51.28571429,59.54761905,44.52,138.1,0,98.92792291,3,0.072235659,0.079484505,7011,6782,0,0.994175203,1,
311,52.97619048,59.95238095,63.82666667,563.7,0.008928571,59.37950938,4,0.14754875,0.236569845,2374,1929,0,0.948733707,2,
312,31.7721296,36.66666667,38.5791626,346.2803568,0.17355372,76.28738559,3,0.145951971,-0.061365999,3052.092438,2645.238929,0,0.131623298,1,
313,52.26190476,59.26190476,60.89333333,637.7,0.034482759,62.6984127,3,0.173713014,0.003588154,3909,3633,0,0.984388692,1,
314,12.44044422,14.16666667,21.55327861,96.53597091,0.044973545,83.14582365,6,0.236528665,0.023409585,630.6194836,390.0094247,1,0.992707907,4,
315,38.21428571,46.47619048,62.78,417.9,0.203703704,53.03030303,3,0.146937743,0.123314406,2173,2016,1,0.911383057,1,
316,44.86046201,49.14285714,37.80918121,821.2248557,0.554112554,67.79232893,3,0.161251366,-0.041006546,4847.417041,4608.584718,0,0.987925351,1,
317,37.98327055,39.30952381,19.2079862,1041.775194,0.055555556,65.84342599,3,0.144307464,-0.027822323,3947.339292,3666.755098,0,0.962918341,1,
318,41.92857143,46.85714286,54.26,2808,0,49.90981241,4,0.08508753,-0.1186,6608,6274,0,0.975508712,2,
319,62.11904762,69.21428571,54.18666667,898.4,0.02,55.03246753,3,0.08877413,0.058219754,4332,4028,0,0.861228109,1,
320,40.64847819,48.11904762,49.53328959,1511.82926,0.003690037,66.79609535,3,0.185191423,-0.048428636,4725.968897,4134.860276,0,0.994577944,1,
321,51.35714286,60.19047619,66.25333333,380.7,0.13592233,91.26984127,3,0.078049012,0.048113268,1531,1268,1,0.842769808,1,
322,51.42857143,58.80952381,75.13333333,376.4,0.64,59.9025974,3,0.196995765,0.073744518,2771,2541,0,0.962352941,1,
323,36.30952381,44.21428571,72.13333333,240.7,0.035294118,76.87590188,3,0.063053638,-0.007472,775.3,502.1,1,0.870485624,1,
324,26.21428571,31.76190476,52.42666667,1069,0.078947368,52.43506494,3,0.137921005,0.161504767,1277,918.4,0,0.998602731,1,
325,29.11904762,32.38095238,61.01333333,110.1,0.272727273,76.85462071,3,0.05891237,0.190153728,2200,2013,0,0.902291579,1,
326,52.35714286,59.14285714,62.58666667,560.7,0.016949153,91.01731602,3,0.040724505,-0.09407,3573,3213,0,0.892495054,1,
327,70.61904762,77.33333333,46.94,978.4,0.756521739,53.87806638,3,0.05650365,-0.0467,4912,4469,1,0.973515466,1,
328,54.57142857,60.97619048,66.22666667,3466,0.76056338,58.73015873,4,0.153145611,-0.1055,5961,5739,0,0.995683971,2,
329,16.32280477,17.42857143,22.84151713,148.9747141,0.010416667,61.94332306,4,0.041987885,0.026191097,47.2392545,0,0,0.612019718,2,
330,44.78571429,52.45238095,55.99333333,1409,0.430555556,93.75901876,3,0.064040348,0.056561878,2333,1883,1,0.801041374,1,
331,39.35714286,45.83333333,54.4,664.7,0.010416667,53.26479076,3,0.132977813,0.091190055,2456,2258,0,0.89803057,1,
332,54.11904762,60.61904762,80.33333333,545.8,0.5,91.54040404,3,0.070574686,0.008238202,2283,1813,0,0.992809402,1,
333,53.33333333,62.95238095,52.47333333,1020,0.396946565,63.29365079,3,0.158977345,0.072481821,4770,4062,1,0.996975434,1,
334,49.07142857,52.78571429,35.68,202.7,0.297619048,90.90909091,3,0.032225002,-0.01806,4666,4227,1,0.941636514,1,
335,34.42857143,40.95238095,61.36,647.5,0,85.33317575,3,0.060005169,0.156605431,1436,1322,0,0.974804126,1,
336,47.5952381,56.52380952,56.28666667,155.1,0.43902439,96.23015873,3,0.041970357,0.146184472,4193,3974,0,0.806212019,1,
337,45.35714286,51,37.38,739.6,0.277108434,59.21717172,4,0.127763569,0.002969289,505.7,0,3,0.991580268,2,
338,33.76190476,41.14285714,75.73333333,121.6,0.109756098,51.73160173,3,0.147782609,0.084205977,520.4,206,1,0.881933894,1,
339,16.63856724,17.33333333,15.59270732,39.77225101,0.119496852,67.8989257,4,0.059682433,-0.030072812,163.3265655,0,0,0.619238675,2,
340,66.42857143,78,62.97333333,717.6,0.084210526,56.74603175,3,0.100514956,0.007688548,2756,2071,1,0.964446348,1,
341,54.97619048,63.28571429,47.00666667,404.4,0.198412698,64.43001443,3,0.223287061,0.052052537,6430,5800,0,0.994061086,1,
342,51.92857143,58.95238095,53.05333333,500.6,0.605633803,90.62049062,4,0.084221639,-0.0871,1432,1263,0,0.858717302,2,
343,71,76.66666667,38.14,391.9,0.791666667,82.41682614,3,0.056948531,-0.01233,4237,3655,1,0.99380805,1,
344,24.20193191,30.88095238,44.46409098,258.4502437,0.035842296,72.02070839,3,0.088365175,0.063435689,1531.84315,1309.116123,0,0.17649892,1,
345,27.11904762,37.02380952,68.93333333,279,0.25203252,54.58152958,3,0.160397857,-0.004298,11.37,0,1,0.658963838,1,
346,37.5952381,45.52380952,67.13333333,194.9,0.164556962,52.77777778,3,0.233570471,0.189985642,3717,3339,0,0.891300505,1,
347,48.88095238,56.61904762,55.86666667,529.2,0.045454545,89.66450216,4,0.042035807,0.018164701,2724,2222,1,0.860225888,2,
348,46.28571429,52.66666667,45.83333333,1286,0.466666667,94.08431708,3,0.050812833,-0.09734,2259,1883,1,0.994271406,1,
349,29.08265904,33.54761905,35.17354329,229.9789651,0.248908296,58.92159668,3,0.127359077,0.031553682,2798.560475,2594.936052,0,0.801495075,1,
350,60.47619048,68.71428571,62.43333333,1282,0.484848485,92.02624591,3,0.050192978,0.085549704,2405,1815,0,0.908269836,1,
351,56.47619048,66.71428571,58.47333333,683.1,0.180851064,91.89476239,4,0.06093977,-0.1966,1814,1375,0,0.989404883,2,
352,42.95238095,48.04761905,44.36666667,483.7,0.132231405,53.93217893,3,0.15578787,-0.09349,3789,3493,0,0.99700778,1,
353,29.21483212,35.45238095,44.28687032,209.0973794,0,74.15322751,3,0.085855603,0.112998359,3026.796541,2622.196795,0,0.187953368,1,
354,18.31421044,20.02380952,17.29484049,213.9697884,0.032786883,64.60167476,4,0.073443428,0.05510889,16.97564659,0,0,0.67000699,2,
355,61.38095238,66.19047619,54.58,189.3,0.010638298,84.78275894,3,0.057227321,-0.04798,3074,2847,0,0.980662899,1,
356,14.60754685,17.33333333,30.37975565,158.096486,0.003875969,99.69223761,5,0.064468734,0.103185289,1629.169155,1461.907062,0,0.940898418,3,
357,45.92857143,50.92857143,71.06666667,41.62,0.153846154,96.23966449,3,0.059974581,-0.2849,4698,4408,0,1,1,
358,58.88095238,67.35714286,67.93333333,82.86,0.333333333,92.09234976,3,0.042066906,-0.02237,2797,2194,0,0.90952091,1,
359,26.58356004,36.9047619,52.59681193,963.2262082,0.572000027,68.45742276,3,0.147876456,0.002387868,1104.702044,657.2954986,0,0.910163393,1,
360,43.78571429,50.95238095,57.4,963.8,0.157894737,91.74814453,3,0.067878842,-0.1437,1431,795.7,1,0.878977729,1,
361,30.83333333,41.64285714,60.07333333,338,0.025862069,75.05411255,3,0.067926794,0.072214638,1709,1537,1,0.679054106,1,
362,69.11904762,76.52380952,49.80666667,1078,0.65648855,81.94444444,3,0.022991085,-0.03041,4839,4469,1,0.777469209,1,
